y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,30,29,29,29,28,29,27,29,26,29,25,29,24,29,23,29,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,14,29,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,13,30,12,30,12,29,11,29,10,29,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,33,29,32,29,31,29,30,29,29,29,29,28,28,28,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,29,31,29,30,29,30,28,29,28,28,28,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,29,29,28,29,27,29,26,29,25,29,24,29,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,19,29,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,26,29,25,29,24,29,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,30,29,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,11,29,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,29,31,29,31,28,30,28,29,28,28,28,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,31,29,30,29,29,29,28,29,27,29,26,29,25,29,24,29,23,29,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,20,29,19,29,18,29,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,23,29,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,34,29,33,29,32,29,32,28,31,28,30,28,29,28,28,28,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,13,30,12,30,11,30,10,30,9,30,8,30,8,29,7,29,6,29,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,11,29,10,29,9,29,8,29,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,30,29,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,13,30,12,30,11,30,10,30,10,29,9,29,8,29,7,29,6,29,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,29,31,29,30,29,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,11,29,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,25,29,24,29,23,29,22,29,21,29,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,27,29,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,16,29,15,29,14,29,13,29,12,29,11,29,10,29,9,29,8,29,7,29,6,29,5,29,4,29,3,29,3,28,2,28,1,28,0,28
39,30,38,30,38,29,37,29,36,29,35,29,34,29,33,29,32,29,31,29,30,29,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,31,29,30,29,29,29,29,28,28,28,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,21,29,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,33,29,32,29,32,28,31,28,30,28,29,28,28,28,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,11,29,10,29,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,31,29,30,29,29,29,28,29,27,29,26,29,25,29,24,29,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,11,29,10,29,9,29,8,29,7,29,6,29,5,29,4,29,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,27,29,26,29,25,29,24,29,23,29,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,11,29,10,29,9,29,8,29,7,29,6,29,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,14,29,13,29,12,29,11,29,10,29,9,29,8,29,7,29,6,29,5,29,4,29,3,29,3,28,2,28,1,28,0,28
39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,18,29,17,29,16,29,15,29,14,29,13,29,12,29,11,29,10,29,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
