y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,27,8,26,8,25,8,24,8,23,8,22,8,21,8,20,8,19,8,18,8,17,8,16,8,15,8,14,8,13,8,12,8,12,7,12,6,12,5,12,4,11,4,10,4,9,4,8,4,7,4,6,4,6,3,5,3,5,2,5,1,4,1,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,30,7,30,6,29,6,28,6,27,6,26,6,25,6,25,5,24,5,24,4,23,4,22,4,22,3,22,2,21,2,21,1,21,0,20,0,19,0,18,0,17,0,16,0,15,0,14,0,13,0,12,0,11,0,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,27,8,27,7,26,7,25,7,24,7,23,7,22,7,22,6,21,6,21,5,20,5,19,5,18,5,18,4,17,4,17,3,16,3,15,3,15,2,14,2,13,2,12,2,11,2,10,2,10,1,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,33,7,32,7,32,6,31,6,31,5,31,4,31,3,31,2,31,1,30,1,29,1,28,1,27,1,27,0,26,0,25,0,24,0,23,0,22,0,21,0,20,0,19,0,18,0,17,0,16,0,15,0,14,0,13,0,12,0,11,0,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,35,7,34,7,33,7,32,7,31,7,30,7,29,7,28,7,27,7,26,7,25,7,25,6,24,6,23,6,22,6,21,6,20,6,19,6,18,6,18,5,17,5,16,5,16,4,15,4,15,3,15,2,14,2,14,1,13,1,12,1,12,0,11,0,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,37,7,36,7,36,6,35,6,34,6,33,6,32,6,31,6,30,6,29,6,28,6,27,6,26,6,25,6,24,6,23,6,22,6,21,6,21,5,20,5,19,5,18,5,17,5,16,5,16,4,15,4,14,4,13,4,13,3,12,3,11,3,10,3,10,2,9,2,9,1,8,1,7,1,6,1,5,1,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,28,7,27,7,26,7,25,7,24,7,23,7,22,7,21,7,20,7,19,7,18,7,17,7,16,7,15,7,14,7,13,7,13,6,12,6,12,5,11,5,10,5,10,4,10,3,9,3,9,2,8,2,7,2,6,2,5,2,5,1,4,1,3,1,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,33,7,32,7,32,6,32,5,31,5,30,5,29,5,28,5,27,5,26,5,26,4,25,4,24,4,23,4,22,4,21,4,20,4,19,4,18,4,18,3,18,2,18,1,17,1,16,1,15,1,14,1,13,1,12,1,11,1,10,1,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,30,7,29,7,28,7,28,6,27,6,26,6,26,5,25,5,24,5,24,4,23,4,22,4,22,3,21,3,20,3,19,3,19,2,18,2,17,2,16,2,16,1,16,0,15,0,14,0,13,0,12,0,11,0,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,27,8,26,8,25,8,24,8,23,8,22,8,21,8,20,8,19,8,18,8,18,7,17,7,16,7,15,7,15,6,14,6,13,6,12,6,11,6,10,6,9,6,8,6,7,6,7,5,7,4,6,4,6,3,5,3,4,3,3,3,3,2,3,1,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,29,7,28,7,27,7,26,7,25,7,24,7,23,7,22,7,21,7,20,7,19,7,18,7,17,7,16,7,15,7,14,7,13,7,13,6,12,6,11,6,10,6,10,5,10,4,9,4,9,3,9,2,8,2,7,2,6,2,6,1,5,1,4,1,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,31,7,30,7,29,7,28,7,27,7,26,7,25,7,24,7,23,7,22,7,21,7,21,6,20,6,20,5,20,4,19,4,19,3,18,3,17,3,16,3,15,3,14,3,14,2,13,2,13,1,12,1,11,1,10,1,9,1,8,1,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,32,7,31,7,30,7,29,7,28,7,27,7,26,7,25,7,24,7,23,7,22,7,21,7,20,7,20,6,19,6,18,6,18,5,17,5,17,4,16,4,16,3,16,2,15,2,14,2,13,2,12,2,12,1,11,1,10,1,9,1,8,1,7,1,6,1,5,1,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,32,7,31,7,30,7,29,7,29,6,28,6,27,6,26,6,25,6,25,5,25,4,24,4,23,4,22,4,21,4,20,4,19,4,18,4,17,4,17,3,17,2,17,1,16,1,15,1,14,1,14,0,13,0,12,0,11,0,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,27,8,26,8,25,8,24,8,23,8,22,8,21,8,21,7,21,6,21,5,21,4,20,4,20,3,19,3,18,3,17,3,17,2,16,2,15,2,14,2,13,2,12,2,11,2,10,2,9,2,9,1,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,28,7,27,7,26,7,26,6,25,6,24,6,24,5,23,5,22,5,21,5,20,5,19,5,18,5,18,4,18,3,17,3,16,3,15,3,14,3,13,3,12,3,11,3,10,3,9,3,8,3,8,2,7,2,6,2,6,1,5,1,4,1,3,1,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,27,8,26,8,25,8,25,7,24,7,24,6,23,6,22,6,22,5,21,5,20,5,19,5,18,5,18,4,17,4,16,4,15,4,14,4,14,3,13,3,13,2,12,2,11,2,10,2,10,1,9,1,8,1,7,1,6,1,5,1,5,0,4,0,3,0,2,0,1,0,0,0
39,8,39,8,38,8,37,8,36,8,35,8,34,8,33,8,32,8,31,8,30,8,29,8,28,8,27,8,26,8,25,8,24,8,23,8,22,8,22,7,21,7,20,7,19,7,18,7,17,7,16,7,15,7,15,6,14,6,14,5,13,5,13,4,12,4,12,3,12,2,11,2,10,2,9,2,8,2,8,1,7,1,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
