deviation_factor,midpoint
1.0,"(5, 16)"
1.0,"(6, 16)"
1.0,"(7, 16)"
1.0,"(8, 16)"
1.0,"(9, 16)"
1.0,"(10, 16)"
1.0,"(11, 16)"
1.0,"(12, 16)"
1.0,"(13, 16)"
1.0,"(14, 16)"
1.0,"(15, 16)"
1.11,"(5, 15)"
1.11,"(5, 17)"
1.11,"(6, 15)"
1.11,"(6, 17)"
1.11,"(7, 15)"
1.11,"(7, 17)"
1.11,"(8, 15)"
1.11,"(8, 17)"
1.11,"(9, 15)"
1.11,"(9, 17)"
1.11,"(10, 15)"
1.11,"(10, 17)"
1.11,"(11, 15)"
1.11,"(11, 17)"
1.11,"(12, 15)"
1.11,"(12, 17)"
1.11,"(13, 15)"
1.11,"(13, 17)"
1.11,"(14, 15)"
1.11,"(14, 17)"
1.11,"(15, 15)"
1.11,"(15, 17)"
1.21,"(5, 14)"
1.21,"(5, 18)"
1.21,"(6, 14)"
1.21,"(6, 18)"
1.21,"(7, 14)"
1.21,"(7, 18)"
1.21,"(8, 14)"
1.21,"(8, 18)"
1.21,"(9, 14)"
1.21,"(9, 18)"
1.21,"(10, 14)"
1.21,"(10, 18)"
1.21,"(11, 14)"
1.21,"(11, 18)"
1.21,"(12, 14)"
1.21,"(12, 18)"
1.21,"(13, 14)"
1.21,"(13, 18)"
1.21,"(14, 14)"
1.21,"(14, 18)"
1.21,"(15, 14)"
1.21,"(15, 18)"
1.32,"(5, 13)"
1.32,"(5, 19)"
1.32,"(6, 13)"
1.32,"(6, 19)"
1.32,"(7, 13)"
1.32,"(7, 19)"
1.32,"(8, 13)"
1.32,"(8, 19)"
1.32,"(9, 13)"
1.32,"(9, 19)"
1.32,"(10, 13)"
1.32,"(10, 19)"
1.32,"(11, 13)"
1.32,"(11, 19)"
1.32,"(12, 13)"
1.32,"(12, 19)"
1.32,"(13, 13)"
1.32,"(13, 19)"
1.32,"(14, 13)"
1.32,"(14, 19)"
1.32,"(15, 13)"
1.32,"(15, 19)"
1.42,"(5, 12)"
1.42,"(6, 12)"
1.42,"(7, 12)"
1.42,"(8, 12)"
1.42,"(9, 12)"
1.42,"(10, 12)"
1.42,"(11, 12)"
1.42,"(12, 12)"
1.42,"(13, 12)"
1.42,"(14, 12)"
1.42,"(15, 12)"
1.53,"(5, 11)"
1.53,"(6, 11)"
1.53,"(7, 11)"
1.53,"(8, 11)"
1.53,"(9, 11)"
1.53,"(10, 11)"
1.53,"(11, 11)"
1.53,"(12, 11)"
1.53,"(13, 11)"
1.53,"(14, 11)"
1.53,"(15, 11)"
1.63,"(5, 10)"
1.63,"(6, 10)"
1.63,"(7, 10)"
1.63,"(8, 10)"
1.63,"(9, 10)"
1.63,"(10, 10)"
1.63,"(11, 10)"
1.63,"(12, 10)"
1.63,"(13, 10)"
1.63,"(14, 10)"
1.63,"(15, 10)"
