deviation_factor,midpoint
1.0,"(9, 38)"
1.0,"(10, 38)"
1.0,"(11, 38)"
1.0,"(12, 38)"
1.0,"(13, 38)"
1.0,"(14, 38)"
1.0,"(15, 38)"
1.0,"(16, 38)"
1.0,"(17, 38)"
1.0,"(18, 38)"
1.0,"(19, 38)"
1.0,"(20, 38)"
1.0,"(21, 38)"
1.0,"(22, 38)"
1.0,"(23, 38)"
1.0,"(24, 38)"
1.0,"(25, 38)"
1.0,"(26, 38)"
1.0,"(27, 38)"
1.0,"(28, 38)"
1.0,"(29, 38)"
1.0,"(30, 38)"
1.0,"(31, 38)"
1.05,"(9, 37)"
1.05,"(9, 39)"
1.05,"(10, 37)"
1.05,"(10, 39)"
1.05,"(11, 37)"
1.05,"(11, 39)"
1.05,"(12, 37)"
1.05,"(12, 39)"
1.05,"(13, 37)"
1.05,"(13, 39)"
1.05,"(14, 37)"
1.05,"(14, 39)"
1.05,"(15, 37)"
1.05,"(15, 39)"
1.05,"(16, 37)"
1.05,"(16, 39)"
1.05,"(17, 37)"
1.05,"(17, 39)"
1.05,"(18, 37)"
1.05,"(18, 39)"
1.05,"(19, 37)"
1.05,"(19, 39)"
1.05,"(20, 37)"
1.05,"(20, 39)"
1.05,"(21, 37)"
1.05,"(21, 39)"
1.05,"(22, 37)"
1.05,"(22, 39)"
1.05,"(23, 37)"
1.05,"(23, 39)"
1.05,"(24, 37)"
1.05,"(24, 39)"
1.05,"(25, 37)"
1.05,"(25, 39)"
1.05,"(26, 37)"
1.05,"(26, 39)"
1.05,"(27, 37)"
1.05,"(27, 39)"
1.05,"(28, 37)"
1.05,"(28, 39)"
1.05,"(29, 37)"
1.05,"(29, 39)"
1.05,"(30, 37)"
1.05,"(30, 39)"
1.05,"(31, 37)"
1.05,"(31, 39)"
1.1,"(9, 36)"
1.1,"(10, 36)"
1.1,"(11, 36)"
1.1,"(12, 36)"
1.1,"(13, 36)"
1.1,"(14, 36)"
1.1,"(15, 36)"
1.1,"(16, 36)"
1.1,"(17, 36)"
1.1,"(18, 36)"
1.1,"(19, 36)"
1.1,"(20, 36)"
1.1,"(21, 36)"
1.1,"(22, 36)"
1.1,"(23, 36)"
1.1,"(24, 36)"
1.1,"(25, 36)"
1.1,"(26, 36)"
1.1,"(27, 36)"
1.1,"(28, 36)"
1.1,"(29, 36)"
1.1,"(30, 36)"
1.1,"(31, 36)"
1.15,"(9, 35)"
1.15,"(10, 35)"
1.15,"(11, 35)"
1.15,"(12, 35)"
1.15,"(13, 35)"
1.15,"(14, 35)"
1.15,"(15, 35)"
1.15,"(16, 35)"
1.15,"(17, 35)"
1.15,"(18, 35)"
1.15,"(19, 35)"
1.15,"(20, 35)"
1.15,"(21, 35)"
1.15,"(22, 35)"
1.15,"(23, 35)"
1.15,"(24, 35)"
1.15,"(25, 35)"
1.15,"(26, 35)"
1.15,"(27, 35)"
1.15,"(28, 35)"
1.15,"(29, 35)"
1.15,"(30, 35)"
