deviation_factor,midpoint
1.0,"(5, 14)"
1.0,"(5, 15)"
1.0,"(5, 16)"
1.0,"(5, 17)"
1.0,"(5, 18)"
1.0,"(6, 14)"
1.0,"(6, 15)"
1.0,"(6, 16)"
1.0,"(6, 17)"
1.0,"(6, 18)"
1.0,"(7, 14)"
1.0,"(7, 15)"
1.0,"(7, 16)"
1.0,"(7, 17)"
1.0,"(7, 18)"
1.0,"(8, 14)"
1.0,"(8, 15)"
1.0,"(8, 16)"
1.0,"(8, 17)"
1.0,"(8, 18)"
1.0,"(9, 14)"
1.0,"(9, 15)"
1.0,"(9, 16)"
1.0,"(9, 17)"
1.0,"(9, 18)"
1.0,"(10, 14)"
1.0,"(10, 15)"
1.0,"(10, 16)"
1.0,"(10, 17)"
1.0,"(10, 18)"
1.0,"(11, 14)"
1.0,"(11, 15)"
1.0,"(11, 16)"
1.0,"(11, 17)"
1.0,"(11, 18)"
1.0,"(12, 14)"
1.0,"(12, 15)"
1.0,"(12, 16)"
1.0,"(12, 17)"
1.0,"(12, 18)"
1.0,"(13, 14)"
1.0,"(13, 15)"
1.0,"(13, 16)"
1.0,"(13, 17)"
1.0,"(13, 18)"
1.0,"(14, 14)"
1.0,"(14, 15)"
1.0,"(14, 16)"
1.0,"(14, 17)"
1.0,"(14, 18)"
1.0,"(15, 14)"
1.0,"(15, 15)"
1.0,"(15, 16)"
1.0,"(15, 17)"
1.0,"(15, 18)"
1.09,"(5, 13)"
1.09,"(5, 19)"
1.09,"(6, 13)"
1.09,"(6, 19)"
1.09,"(7, 13)"
1.09,"(7, 19)"
1.09,"(8, 13)"
1.09,"(8, 19)"
1.09,"(9, 13)"
1.09,"(9, 19)"
1.09,"(10, 13)"
1.09,"(10, 19)"
1.09,"(11, 13)"
1.09,"(11, 19)"
1.09,"(12, 13)"
1.09,"(12, 19)"
1.09,"(13, 13)"
1.09,"(13, 19)"
1.09,"(14, 13)"
1.09,"(14, 19)"
1.09,"(15, 13)"
1.09,"(15, 19)"
1.17,"(5, 12)"
1.17,"(6, 12)"
1.17,"(7, 12)"
1.17,"(8, 12)"
1.17,"(9, 12)"
1.17,"(10, 12)"
1.17,"(11, 12)"
1.17,"(12, 12)"
1.17,"(13, 12)"
1.17,"(14, 12)"
1.17,"(15, 12)"
1.26,"(5, 11)"
1.26,"(6, 11)"
1.26,"(7, 11)"
1.26,"(8, 11)"
1.26,"(9, 11)"
1.26,"(10, 11)"
1.26,"(11, 11)"
1.26,"(12, 11)"
1.26,"(13, 11)"
1.26,"(14, 11)"
1.26,"(15, 11)"
1.35,"(5, 10)"
1.35,"(6, 10)"
1.35,"(7, 10)"
1.35,"(8, 10)"
1.35,"(9, 10)"
1.35,"(10, 10)"
1.35,"(11, 10)"
1.35,"(12, 10)"
1.35,"(13, 10)"
1.35,"(14, 10)"
1.35,"(15, 10)"
1.43,"(5, 9)"
1.43,"(6, 9)"
1.43,"(7, 9)"
1.43,"(8, 9)"
1.43,"(9, 9)"
1.43,"(10, 9)"
1.43,"(11, 9)"
1.43,"(12, 9)"
1.43,"(13, 9)"
1.43,"(14, 9)"
1.43,"(15, 9)"
1.52,"(5, 8)"
1.52,"(6, 8)"
1.52,"(7, 8)"
1.52,"(8, 8)"
1.52,"(9, 8)"
1.52,"(10, 8)"
1.52,"(11, 8)"
1.52,"(12, 8)"
1.52,"(13, 8)"
1.52,"(14, 8)"
1.52,"(15, 8)"
1.61,"(5, 7)"
1.61,"(6, 7)"
1.61,"(7, 7)"
1.61,"(8, 7)"
1.61,"(9, 7)"
1.61,"(10, 7)"
1.61,"(11, 7)"
1.61,"(12, 7)"
1.61,"(13, 7)"
1.61,"(14, 7)"
1.61,"(15, 7)"
1.7,"(5, 6)"
1.7,"(6, 6)"
1.7,"(7, 6)"
1.7,"(8, 6)"
1.7,"(9, 6)"
1.7,"(10, 6)"
1.7,"(11, 6)"
1.7,"(12, 6)"
1.7,"(13, 6)"
1.7,"(14, 6)"
1.7,"(15, 6)"
