y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,18,21,17,21,16,21,15,21,14,21,13,21,13,20,12,20,11,20,11,19,11,18,10,18,9,18,9,17,9,16,9,15,8,15,8,14,8,13,8,12,7,12,6,12,6,11,6,10,5,10,5,9,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,35,21,34,21,33,21,32,21,31,21,30,21,30,20,29,20,28,20,28,19,28,18,27,18,27,17,27,16,27,15,27,14,26,14,25,14,24,14,24,13,23,13,22,13,22,12,22,11,22,10,22,9,21,9,21,8,20,8,19,8,18,8,17,8,16,8,15,8,14,8,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,36,21,35,21,34,21,34,20,33,20,33,19,32,19,32,18,31,18,31,17,31,16,30,16,29,16,28,16,27,16,27,15,26,15,25,15,25,14,24,14,23,14,22,14,22,13,21,13,20,13,19,13,18,13,18,12,17,12,16,12,15,12,14,12,13,12,13,11,12,11,11,11,10,11,9,11,9,10,9,9,8,9,7,9,6,9,5,9,4,9,3,9,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,21,32,21,31,21,30,21,29,21,28,21,27,21,26,21,25,21,24,21,23,21,22,21,21,21,20,21,20,20,19,20,18,20,17,20,16,20,15,20,14,20,14,19,13,19,13,18,13,17,13,16,12,16,11,16,11,15,11,14,10,14,10,13,10,12,9,12,8,12,8,11,8,10,8,9,7,9,6,9,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,37,21,36,21,35,21,34,21,34,20,33,20,32,20,31,20,30,20,30,19,30,18,30,17,29,17,29,16,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,27,9,26,9,25,9,24,9,24,8,23,8,22,8,21,8,20,8,19,8,18,8,17,8,16,8,15,8,14,8,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,25,21,24,21,23,21,22,21,21,21,21,20,21,19,20,19,19,19,18,19,17,19,16,19,16,18,15,18,15,17,15,16,15,15,15,14,15,13,14,13,13,13,13,12,12,12,11,12,10,12,10,11,9,11,9,10,8,10,7,10,7,9,6,9,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,16,21,15,21,14,21,14,20,14,19,13,19,13,18,13,17,13,16,12,16,12,15,11,15,10,15,9,15,8,15,8,14,8,13,7,13,7,12,7,11,7,10,6,10,5,10,4,10,4,9,3,9,2,9,1,9,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,21,33,20,32,20,31,20,30,20,30,19,29,19,28,19,27,19,27,18,26,18,25,18,25,17,24,17,24,16,23,16,23,15,22,15,21,15,20,15,19,15,18,15,18,14,18,13,18,12,17,12,16,12,15,12,15,11,15,10,14,10,13,10,12,10,11,10,10,10,9,10,9,9,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,34,21,34,20,33,20,33,19,32,19,31,19,30,19,30,18,29,18,28,18,27,18,27,17,26,17,25,17,24,17,23,17,23,16,22,16,22,15,21,15,21,14,21,13,20,13,20,12,19,12,18,12,17,12,17,11,16,11,15,11,14,11,13,11,13,10,12,10,11,10,10,10,9,10,8,10,7,10,6,10,5,10,5,9,4,9,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,17,21,16,21,16,20,15,20,14,20,13,20,12,20,12,19,11,19,11,18,11,17,10,17,10,16,9,16,9,15,9,14,9,13,9,12,9,11,8,11,8,10,7,10,7,9,6,9,5,9,4,9,3,9,2,9,2,8,1,8,0,8
39,22,38,22,37,22,37,21,36,21,35,21,35,20,35,19,34,19,33,19,32,19,31,19,31,18,31,17,30,17,29,17,28,17,27,17,27,16,27,15,26,15,25,15,25,14,25,13,25,12,24,12,24,11,23,11,22,11,21,11,21,10,20,10,19,10,18,10,17,10,16,10,15,10,14,10,14,9,13,9,12,9,11,9,10,9,9,9,8,9,7,9,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,18,21,17,21,16,21,15,21,15,20,14,20,13,20,13,19,12,19,11,19,11,18,11,17,11,16,11,15,11,14,10,14,9,14,8,14,8,13,7,13,7,12,7,11,6,11,5,11,4,11,4,10,4,9,3,9,2,9,1,9,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,26,21,25,21,25,20,25,19,24,19,23,19,23,18,22,18,22,17,22,16,22,15,21,15,20,15,19,15,18,15,17,15,16,15,15,15,15,14,15,13,14,13,13,13,13,12,13,11,13,10,12,10,11,10,10,10,9,10,9,9,8,9,7,9,6,9,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,34,21,33,21,32,21,32,20,31,20,31,19,30,19,29,19,28,19,28,18,28,17,27,17,26,17,25,17,25,16,25,15,25,14,25,13,25,12,24,12,23,12,22,12,21,12,21,11,20,11,20,10,20,9,19,9,19,8,18,8,17,8,16,8,15,8,14,8,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,35,21,34,21,33,21,32,21,32,20,31,20,30,20,30,19,30,18,30,17,30,16,29,16,28,16,28,15,27,15,26,15,25,15,24,15,24,14,23,14,22,14,21,14,21,13,20,13,19,13,19,12,19,11,18,11,18,10,17,10,16,10,15,10,14,10,13,10,13,9,12,9,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,12,22,11,22,10,22,9,22,8,22,8,21,7,21,6,21,6,20,6,19,6,18,6,17,6,16,6,15,6,14,5,14,5,13,5,12,5,11,5,10,5,9,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,37,21,36,21,35,21,34,21,33,21,32,21,31,21,31,20,30,20,29,20,28,20,27,20,26,20,25,20,25,19,24,19,24,18,23,18,22,18,22,17,21,17,21,16,20,16,19,16,19,15,18,15,18,14,18,13,18,12,17,12,16,12,15,12,14,12,13,12,12,12,11,12,11,11,10,11,9,11,9,10,8,10,8,9,7,9,6,9,5,9,4,9,3,9,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,25,21,25,20,24,20,24,19,23,19,22,19,21,19,21,18,21,17,20,17,20,16,19,16,18,16,17,16,16,16,16,15,15,15,14,15,13,15,12,15,11,15,11,14,10,14,9,14,8,14,7,14,7,13,6,13,6,12,5,12,4,12,3,12,2,12,2,11,2,10,2,9,1,9,1,8,0,8
39,22,38,22,38,21,37,21,36,21,36,20,36,19,36,18,36,17,35,17,34,17,33,17,32,17,31,17,31,16,30,16,30,15,29,15,28,15,27,15,27,14,27,13,26,13,25,13,25,12,25,11,24,11,24,10,23,10,22,10,21,10,20,10,19,10,18,10,17,10,16,10,15,10,14,10,13,10,12,10,11,10,10,10,9,10,8,10,7,10,6,10,5,10,5,9,4,9,4,8,3,8,2,8,1,8,0,8
39,22,38,22,38,21,38,20,37,20,37,19,36,19,35,19,35,18,35,17,34,17,33,17,32,17,32,16,32,15,32,14,31,14,31,13,30,13,30,12,30,11,29,11,28,11,27,11,26,11,25,11,24,11,23,11,22,11,21,11,20,11,20,10,20,9,19,9,18,9,17,9,16,9,15,9,14,9,13,9,12,9,11,9,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,21,33,20,32,20,31,20,30,20,30,19,29,19,29,18,29,17,28,17,27,17,27,16,26,16,25,16,24,16,24,15,23,15,22,15,22,14,21,14,20,14,20,13,19,13,18,13,17,13,17,12,16,12,16,11,15,11,15,10,14,10,13,10,13,9,12,9,11,9,10,9,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,20,21,19,21,18,21,18,20,17,20,17,19,17,18,16,18,15,18,15,17,15,16,14,16,13,16,12,16,11,16,10,16,10,15,9,15,8,15,8,14,7,14,7,13,6,13,5,13,4,13,4,12,4,11,4,10,4,9,3,9,2,9,2,8,1,8,0,8
39,22,38,22,37,22,37,21,36,21,35,21,35,20,35,19,34,19,33,19,32,19,32,18,32,17,31,17,31,16,30,16,30,15,30,14,29,14,29,13,28,13,28,12,27,12,27,11,26,11,25,11,24,11,23,11,22,11,21,11,20,11,19,11,18,11,18,10,17,10,16,10,16,9,15,9,14,9,13,9,12,9,11,9,10,9,9,9,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,31,21,30,21,29,21,28,21,28,20,28,19,27,19,27,18,26,18,25,18,25,17,24,17,23,17,22,17,21,17,20,17,19,17,19,16,18,16,17,16,17,15,17,14,16,14,15,14,15,13,15,12,14,12,13,12,13,11,12,11,12,10,11,10,10,10,9,10,8,10,7,10,7,9,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,36,21,35,21,35,20,35,19,34,19,33,19,33,18,32,18,32,17,31,17,30,17,29,17,28,17,28,16,28,15,28,14,27,14,27,13,26,13,25,13,24,13,23,13,22,13,21,13,21,12,20,12,20,11,20,10,19,10,18,10,17,10,16,10,15,10,15,9,14,9,14,8,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,25,21,25,20,25,19,24,19,23,19,23,18,22,18,21,18,20,18,20,17,20,16,20,15,20,14,20,13,19,13,18,13,17,13,16,13,16,12,15,12,15,11,14,11,13,11,12,11,12,10,11,10,10,10,10,9,9,9,8,9,7,9,6,9,5,9,4,9,3,9,2,9,1,9,1,8,0,8
39,22,38,22,37,22,36,22,36,21,36,20,35,20,34,20,33,20,33,19,33,18,32,18,32,17,32,16,31,16,30,16,29,16,28,16,28,15,27,15,26,15,26,14,25,14,24,14,24,13,23,13,22,13,21,13,20,13,19,13,19,12,18,12,17,12,16,12,15,12,15,11,14,11,13,11,12,11,11,11,10,11,9,11,9,10,8,10,7,10,7,9,6,9,5,9,4,9,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,37,21,37,20,36,20,35,20,35,19,35,18,34,18,33,18,33,17,33,16,33,15,32,15,31,15,30,15,30,14,30,13,29,13,29,12,28,12,27,12,26,12,25,12,24,12,23,12,22,12,21,12,20,12,19,12,18,12,17,12,17,11,16,11,15,11,15,10,14,10,13,10,12,10,12,9,11,9,10,9,9,9,8,9,7,9,6,9,5,9,4,9,3,9,2,9,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,21,32,21,32,20,31,20,30,20,30,19,30,18,30,17,29,17,28,17,28,16,27,16,26,16,25,16,25,15,24,15,23,15,23,14,22,14,21,14,20,14,20,13,19,13,19,12,18,12,18,11,17,11,16,11,16,10,15,10,14,10,13,10,12,10,12,9,11,9,10,9,9,9,8,9,7,9,6,9,5,9,4,9,3,9,2,9,1,9,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,12,22,12,21,12,20,12,19,11,19,11,18,11,17,11,16,11,15,11,14,10,14,9,14,9,13,9,12,9,11,9,10,8,10,7,10,7,9,6,9,5,9,4,9,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,29,21,28,21,27,21,26,21,25,21,24,21,23,21,23,20,23,19,23,18,22,18,21,18,21,17,21,16,21,15,20,15,20,14,19,14,19,13,18,13,17,13,17,12,16,12,15,12,14,12,14,11,13,11,12,11,11,11,11,10,11,9,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,29,21,29,20,28,20,27,20,27,19,27,18,26,18,25,18,24,18,23,18,23,17,23,16,23,15,22,15,21,15,20,15,20,14,19,14,19,13,19,12,18,12,17,12,16,12,15,12,14,12,13,12,12,12,12,11,11,11,10,11,10,10,9,10,8,10,7,10,7,9,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,38,21,38,20,38,19,37,19,36,19,35,19,35,18,34,18,33,18,33,17,32,17,32,16,32,15,32,14,32,13,32,12,31,12,31,11,30,11,29,11,28,11,27,11,26,11,26,10,25,10,24,10,24,9,23,9,22,9,21,9,20,9,19,9,18,9,17,9,16,9,15,9,14,9,13,9,12,9,11,9,10,9,9,9,8,9,7,9,6,9,5,9,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,34,21,33,21,32,21,32,20,31,20,30,20,30,19,29,19,28,19,28,18,27,18,26,18,26,17,25,17,24,17,24,16,23,16,23,15,22,15,22,14,21,14,20,14,19,14,18,14,17,14,16,14,15,14,14,14,14,13,14,12,13,12,13,11,12,11,11,11,11,10,10,10,9,10,8,10,7,10,6,10,5,10,4,10,3,10,2,10,2,9,2,8,1,8,0,8
39,22,38,22,37,22,36,22,36,21,35,21,34,21,34,20,33,20,33,19,33,18,33,17,32,17,31,17,31,16,30,16,29,16,28,16,28,15,27,15,26,15,25,15,24,15,24,14,23,14,22,14,21,14,20,14,19,14,19,13,19,12,18,12,17,12,17,11,16,11,15,11,15,10,14,10,13,10,13,9,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,38,21,38,20,38,19,37,19,36,19,35,19,35,18,35,17,34,17,34,16,34,15,34,14,33,14,32,14,32,13,32,12,31,12,31,11,31,10,31,9,31,8,30,8,29,8,28,8,27,8,26,8,25,8,24,8,23,8,22,8,21,8,20,8,19,8,18,8,17,8,16,8,15,8,14,8,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,25,21,24,21,23,21,22,21,21,21,20,21,19,21,19,20,19,19,18,19,17,19,16,19,15,19,14,19,13,19,13,18,12,18,11,18,11,17,10,17,10,16,9,16,9,15,9,14,9,13,9,12,8,12,8,11,7,11,6,11,6,10,6,9,5,9,4,9,3,9,2,9,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,21,33,20,33,19,32,19,31,19,31,18,31,17,30,17,30,16,30,15,30,14,29,14,29,13,29,12,28,12,27,12,26,12,25,12,24,12,23,12,23,11,22,11,21,11,20,11,20,10,19,10,18,10,18,9,17,9,16,9,15,9,14,9,13,9,12,9,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,29,21,28,21,28,20,27,20,26,20,26,19,25,19,24,19,24,18,23,18,23,17,23,16,23,15,22,15,22,14,21,14,20,14,19,14,19,13,18,13,18,12,18,11,17,11,17,10,17,9,16,9,15,9,14,9,14,8,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,21,33,20,33,19,33,18,33,17,33,16,33,15,33,14,32,14,32,13,32,12,31,12,31,11,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,19,10,18,10,17,10,16,10,15,10,14,10,14,9,13,9,12,9,11,9,10,9,9,9,8,9,7,9,6,9,5,9,5,8,4,8,3,8,2,8,1,8,0,8
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,21,33,20,33,19,33,18,33,17,32,17,32,16,31,16,30,16,30,15,29,15,29,14,29,13,29,12,28,12,28,11,28,10,27,10,26,10,26,9,26,8,25,8,24,8,23,8,22,8,21,8,20,8,19,8,18,8,17,8,16,8,15,8,14,8,13,8,12,8,11,8,10,8,9,8,8,8,7,8,6,8,5,8,4,8,3,8,2,8,1,8,0,8
