y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45
39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,29,9,28,9,27,9,26,9,25,9,24,9,23,9,22,9,21,9,20,9,19,9,18,9,17,9,16,9,15,9,14,9,13,9,12,9,12,10,12,11,11,11,10,11,9,11,8,11,7,11,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,19,10,18,10,17,10,16,10,15,10,14,10,13,10,12,10,11,10,11,11,10,11,9,11,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,19,10,19,9,18,9,17,9,16,9,15,9,14,9,13,9,12,9,11,9,11,10,10,10,9,10,8,10,7,10,7,11,6,11,5,11,4,11,3,11,3,12,2,12,1,12,0,12
39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,31,11,30,11,30,12,29,12,29,13,28,13,27,13,26,13,25,13,24,13,23,13,22,13,21,13,20,13,19,13,18,13,17,13,16,13,15,13,14,13,13,13,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,32,11,31,11,30,11,29,11,28,11,27,11,26,11,25,11,24,11,24,12,23,12,22,12,21,12,20,12,19,12,18,12,17,12,16,12,15,12,14,12,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,31,11,30,11,29,11,28,11,27,11,26,11,25,11,24,11,23,11,22,11,21,11,20,11,20,12,19,12,18,12,17,12,16,12,15,12,14,12,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,19,10,18,10,18,11,17,11,16,11,15,11,14,11,13,11,12,11,11,11,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,30,11,29,11,28,11,27,11,26,11,25,11,24,11,23,11,22,11,21,11,20,11,19,11,18,11,17,11,16,11,16,12,15,12,14,12,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,20,11,19,11,18,11,17,11,16,11,15,11,14,11,13,11,13,12,13,13,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,38,10,38,11,37,11,36,11,35,11,34,11,34,12,33,12,32,12,32,13,31,13,30,13,29,13,28,13,27,13,27,14,26,14,25,14,24,14,23,14,22,14,22,13,21,13,20,13,19,13,18,13,17,13,16,13,15,13,14,13,13,13,12,13,11,13,10,13,9,13,8,13,7,13,6,13,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,19,10,18,10,18,11,17,11,16,11,15,11,14,11,13,11,12,11,11,11,10,11,9,11,8,11,7,11,6,11,5,11,4,11,3,11,2,11,2,12,1,12,0,12
39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,29,9,28,9,27,9,26,9,25,9,24,9,23,9,22,9,21,9,20,9,19,9,18,9,17,9,17,8,16,8,15,8,14,8,13,8,13,9,13,10,13,11,12,11,11,11,10,11,9,11,8,11,7,11,6,11,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,19,10,19,9,18,9,17,9,16,9,15,9,15,8,14,8,13,8,12,8,11,8,10,8,10,9,10,10,10,11,9,11,8,11,7,11,6,11,5,11,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,22,11,21,11,20,11,19,11,18,11,17,11,16,11,15,11,14,11,13,11,12,11,11,11,10,11,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,33,11,32,11,32,12,31,12,30,12,29,12,28,12,27,12,26,12,25,12,24,12,23,12,22,12,21,12,20,12,19,12,18,12,17,12,16,12,15,12,14,12,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,38,10,37,10,36,10,35,10,35,11,34,11,33,11,32,11,32,12,32,13,31,13,30,13,30,12,29,12,28,12,27,12,26,12,25,12,24,12,23,12,22,12,21,12,20,12,19,12,18,12,17,12,16,12,15,12,14,12,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,26,11,25,11,24,11,23,11,22,11,21,11,20,11,19,11,18,11,17,11,16,11,15,11,14,11,13,11,13,12,13,13,12,13,11,13,10,13,9,13,8,13,7,13,6,13,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,22,11,21,11,20,11,19,11,18,11,17,11,16,11,15,11,14,11,13,11,12,11,11,11,10,11,9,11,8,11,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,30,9,29,9,28,9,27,9,26,9,25,9,24,9,23,9,22,9,21,9,20,9,19,9,18,9,17,9,17,10,16,10,15,10,14,10,13,10,12,10,12,11,11,11,10,11,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,28,11,27,11,26,11,25,11,24,11,23,11,22,11,21,11,20,11,19,11,19,12,18,12,17,12,16,12,15,12,14,12,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,24,9,23,9,22,9,21,9,21,8,20,8,19,8,18,8,17,8,16,8,15,8,14,8,14,9,13,9,12,9,11,9,10,9,10,10,9,10,9,11,8,11,7,11,6,11,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,22,11,22,12,22,13,21,13,20,13,19,13,18,13,17,13,17,14,17,13,16,13,15,13,14,13,14,12,13,12,12,12,11,12,10,12,9,12,8,12,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
