y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51
39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,34,13,33,13,33,12,32,12,31,12,30,12,29,12,28,12,27,12,26,12,25,12,25,11,24,11,24,12,23,12,22,12,21,12,21,13,20,13,19,13,18,13,17,13,17,14,16,14,15,14,14,14,13,14,12,14,11,14,10,14,9,14,8,14,8,15,7,15,6,15,5,15,4,15,3,15,2,15,2,16,1,16,0,16
39,14,39,14,39,14,38,14,37,14,36,14,36,15,35,15,35,16,34,16,33,16,33,17,32,17,31,17,31,18,31,19,30,19,30,20,29,20,28,20,28,19,27,19,26,19,26,18,25,18,24,18,24,17,23,17,22,17,21,17,20,17,19,17,18,17,17,17,16,17,16,16,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,30,14,29,14,28,14,27,14,26,14,26,15,25,15,24,15,23,15,22,15,21,15,20,15,19,15,18,15,17,15,16,15,15,15,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,35,15,34,15,34,16,33,16,32,16,31,16,30,16,30,17,29,17,28,17,27,17,26,17,25,17,24,17,23,17,22,17,21,17,20,17,19,17,18,17,17,17,16,17,15,17,14,17,13,17,12,17,11,17,10,17,9,17,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,30,14,30,13,29,13,28,13,27,13,26,13,25,13,24,13,23,13,22,13,21,13,20,13,19,13,18,13,17,13,16,13,15,13,15,14,14,14,13,14,12,14,12,15,11,15,10,15,9,15,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,31,15,30,15,29,15,29,16,28,16,27,16,26,16,25,16,24,16,23,16,22,16,21,16,20,16,19,16,18,16,17,16,16,16,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,37,15,36,15,35,15,34,15,33,15,32,15,31,15,30,15,29,15,29,16,29,17,28,17,27,17,26,17,25,17,24,17,23,17,22,17,21,17,21,16,20,16,19,16,18,16,17,16,16,16,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,34,15,34,16,33,16,32,16,31,16,30,16,29,16,28,16,27,16,27,17,26,17,26,18,26,19,25,19,25,20,24,20,23,20,23,19,22,19,22,18,22,17,21,17,20,17,19,17,18,17,17,17,16,17,15,17,14,17,13,17,12,17,11,17,10,17,9,17,8,17,7,17,6,17,5,17,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,30,14,29,14,29,15,28,15,28,16,27,16,26,16,25,16,24,16,24,17,23,17,22,17,21,17,20,17,20,18,19,18,18,18,18,19,17,19,17,20,16,20,15,20,15,19,14,19,13,19,12,19,12,18,11,18,10,18,9,18,8,18,7,18,7,17,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,38,14,37,14,36,14,36,15,35,15,34,15,33,15,32,15,32,16,31,16,30,16,30,17,29,17,29,18,29,19,29,20,29,21,28,21,27,21,26,21,26,20,25,20,24,20,23,20,22,20,21,20,20,20,19,20,18,20,18,19,17,19,17,18,16,18,15,18,15,17,14,17,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,30,14,29,14,29,15,29,16,28,16,27,16,27,17,27,18,26,18,25,18,24,18,23,18,22,18,21,18,21,17,20,17,19,17,18,17,17,17,16,17,15,17,14,17,13,17,12,17,11,17,10,17,9,17,8,17,7,17,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,38,14,38,15,37,15,36,15,35,15,34,15,33,15,33,16,33,17,33,18,33,19,32,19,31,19,30,19,29,19,29,20,28,20,28,19,27,19,26,19,26,18,25,18,24,18,23,18,22,18,22,17,21,17,20,17,19,17,18,17,17,17,16,17,15,17,14,17,13,17,12,17,11,17,10,17,9,17,8,17,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,38,14,37,14,37,15,36,15,35,15,35,16,34,16,33,16,33,17,32,17,31,17,30,17,29,17,28,17,27,17,26,17,25,17,25,18,25,19,25,18,24,18,23,18,22,18,21,18,20,18,19,18,18,18,17,18,16,18,15,18,15,17,14,17,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,30,14,29,14,28,14,27,14,26,14,25,14,24,14,23,14,23,13,23,12,23,11,23,10,22,10,21,10,20,10,19,10,19,9,18,9,17,9,17,10,17,11,16,11,16,12,16,13,15,13,14,13,13,13,13,14,13,15,12,15,11,15,10,15,9,15,8,15,7,15,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,30,14,29,14,28,14,27,14,26,14,25,14,24,14,23,14,22,14,22,15,21,15,20,15,19,15,18,15,17,15,16,15,15,15,14,15,13,15,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,37,14,37,15,36,15,35,15,34,15,33,15,32,15,31,15,30,15,29,15,28,15,27,15,26,15,26,16,25,16,24,16,24,17,23,17,22,17,21,17,20,17,19,17,19,16,18,16,17,16,16,16,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,34,13,33,13,32,13,31,13,30,13,29,13,28,13,27,13,26,13,25,13,25,12,25,11,24,11,23,11,22,11,21,11,20,11,19,11,18,11,17,11,16,11,15,11,14,11,13,11,12,11,11,11,10,11,9,11,8,11,8,12,8,13,8,14,7,14,6,14,5,14,4,14,4,15,3,15,3,16,2,16,1,16,0,16
39,14,39,14,39,14,38,14,37,14,36,14,35,14,34,14,33,14,32,14,31,14,31,13,30,13,29,13,28,13,28,12,27,12,27,11,26,11,25,11,24,11,23,11,22,11,21,11,20,11,19,11,18,11,18,10,17,10,16,10,15,10,14,10,13,10,13,11,12,11,11,11,11,12,10,12,10,13,10,14,9,14,8,14,7,14,6,14,6,15,5,15,4,15,3,15,2,15,1,15,1,16,0,16
39,14,38,14,37,14,36,14,35,14,34,14,34,15,34,16,33,16,32,16,31,16,30,16,29,16,28,16,28,17,28,18,27,18,27,19,26,19,25,19,24,19,23,19,23,20,22,20,21,20,20,20,19,20,18,20,18,21,17,21,16,21,15,21,15,20,15,19,14,19,13,19,13,18,12,18,11,18,11,17,10,17,9,17,8,17,7,17,6,17,5,17,4,17,3,17,3,16,2,16,1,16,0,16
39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,39,14,38,14,38,15,37,15,36,15,35,15,34,15,33,15,32,15,31,15,30,15,29,15,29,16,28,16,27,16,26,16,25,16,24,16,23,16,22,16,21,16,20,16,19,16,18,16,17,16,16,16,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
