y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,32,23,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,5,23,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,28,23,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,12,22,12,23,11,23,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,28,23,27,23,26,23,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,5,23,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,27,23,26,23,25,23,24,23,23,23,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,16,23,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,26,23,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,23,33,24,32,24,31,24,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,32,23,31,23,30,23,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,37,23,36,23,35,23,34,23,33,23,32,23,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,18,23,17,23,16,23,15,23,14,23,13,23,12,23,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,12,22,11,22,10,22,10,23,9,23,8,23,7,23,6,23,5,23,4,23,3,23,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,34,23,33,23,32,23,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,29,23,28,23,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,34,23,33,23,32,23,31,23,31,24,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,27,23,26,23,25,23,24,23,23,23,22,23,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,12,22,11,22,10,22,9,22,8,22,7,22,7,23,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,31,23,31,24,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,36,23,35,23,34,23,33,23,32,23,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,5,23,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,5,23,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,5,23,4,23,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,34,23,33,23,32,23,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,33,23,32,23,31,23,30,23,29,23,28,23,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,31,23,30,23,29,23,28,23,27,23,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,5,23,4,23,3,23,2,23,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,26,23,25,23,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,15,23,14,23,13,23,12,23,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,38,23,37,23,36,23,35,23,34,23,33,23,32,23,31,23,30,23,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,36,23,35,23,34,23,33,23,32,23,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,13,23,12,23,11,23,10,23,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,34,23,33,23,32,23,31,23,30,23,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,21,23,20,23,19,23,18,23,17,23,16,23,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,20,23,19,23,18,23,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,34,23,34,24,33,24,32,24,31,24,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,29,23,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,25,23,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,18,23,17,23,16,23,15,23,15,24,14,24,13,24,12,24,11,24,10,24,9,24,8,24,7,24,6,24,5,24,4,24,3,24,2,24,1,24,0,24
